name,classification,category,source,scope,url,NP_selflessness,NP_integrity,NP_objectivity,NP_accountability,NP_openness,NP_honesty,NP_leadership,NP_all,notes,url_source,code_url,code_name,match,level,adopts_7,principles_count_mentioned,NP_score,nolan_inconsistency,confidence,human_review,scraped_date


Moss Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Mossley Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




Mottram St Andrew Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://mottramstandrewpc.org.uk/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://mottramstandrewpc.org.uk/news/new-town-consultation-response/,1 search result for: code of conduct,code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Mouldsworth Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Mancetter Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mancetter.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Manea Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.manea-pc.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Moulton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://moultonpc.org.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://publish.moultonpc.org.uk/Councillors/Members%20Interests/Cllr%20Nick%20Jennings.pdf,Web URL,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Mowsley Parish Council,,Parish Council ,FOIA | ONA,IS,https://mowsley.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Much Cowarne Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Muchelney Parish Council,,Parish Council ,FOIA | ONA,IS,https://muchelney.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Muckton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,



Muggleswick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://muggleswickparish.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Mulbarton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mulbarton-pc.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.mulbarton-pc.gov.uk/_files/ugd/ba22d2_8b6740cb0f0040f38d47e3ada6616fb7.pdf,Agenda,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09

Mullion Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mullionparishcouncil.gov.uk/community/mullion-parish-council-18575/home/,N,Y,N,Y,N,Y,Y,No,,found_via_name_search,https://www.mullionparishcouncil.gov.uk/community/mullion-parish-council-18575/home/,"Mullion Parish Council, Mullion, Helston",code of conduct,individual,No,,4,No,Medium,No,2026-09-09

Mumby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://mumby.parish.lincolnshire.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://mumby.parish.lincolnshire.gov.uk/council-business/minutes-may-25-april-26,Minutes May 25 - April 26 – Mumby Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Manston and Hammoon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.dorset-aptc.gov.uk,N,N,N,N,N,N,N,No,,,https://www.dorset-aptc.gov.uk/learning-development/councillor-development/cdf-essentials,Councillor Essentials - Dorset Association of Parish & Town Councils,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Muncaster Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://muncaster-pc.gov.uk/,N,N,N,Y,Y,N,N,No,,found_via_name_search,https://muncaster-pc.gov.uk/page/transparency,Transparency – Muncaster Parish Council,code of conduct,individual,No,,2,No,Medium,No,2026-09-09

Manton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mantonparish.org.uk,N,N,N,N,N,N,N,No,,,https://www.mantonparish.org.uk/documents,Documents | Manton Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09


Mundham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://mundhamparishcouncilweb.wordpress.com/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://mundhamparishcouncilweb.wordpress.com/documents/,Documents | WELCOME to Mundham Parish council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Mundon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mundon.org/parish-council,N,N,N,Y,N,N,N,No,,found_via_name_search,https://www.mundon.org/_files/ugd/045a89_df38aed75e3040e28398f2c56b3b6be7.pdf,15th September 2026,code of conduct,individual,Yes,,1,Yes,Medium,Yes,2026-09-09
Munsley Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Mapledurham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.kepc.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Mapledurwell and Up Nately Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.parish.hants.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Munslow Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://munslowparishcouncil.co.uk/community/munslow-parish-council-18566/home/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Mapperley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mapperleyparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Munstead and Tuesley Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.munstead-tuesley-pc.org/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.munstead-tuesley-pc.org/copy-of-code-of-conduct-policy-1,Reserves Policy | www.munstead-tuesley-pc.org,code of conduct,individual,No,,0,No,Medium,No,2026-09-09









Mappleborough Green Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mg-pc.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://mg-pc.uk/wp-content/uploads/2024/04/Code-of-Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09



Mursley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
"Murton Parish Council, Durham",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



"Murton Parish Council, York",Local government,Parish Council ,FOIA | ONS,IS ,https://murtonparishcouncilyork.org/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Musbury Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://musburyvillage.co.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Muston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mustonparishcouncil.com/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.mustonparishcouncil.com/wp-content/uploads/2015/09/Muston-Code-of-Conduct.pdf,code of conduct,code of conduct,individual,Yes,,7,No,High,No,2026-09-09
Mutford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://mutford.suffolk.cloud/the-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Marcham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marchamparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://www.marchamparishcouncil.gov.uk/_UserFiles/Files/Publications/complaints%20procedure.pdf,Our complaints procedure,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09









Marchwood Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marchwoodparish.gov.uk,N,N,N,N,Y,N,N,No,,,https://marchwoodparish.gov.uk/wp-content/uploads/2023/11/26092022-Council-Agenda.pdf,Parish Council Agenda,code of conduct,individual,No,,1,No,Medium,No,2026-09-09



Marden Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alancoggins.plus.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09








"Marden Parish Council, Herefordshire",Local government,Parish Council ,FOIA | ONS,IS ,https://www.mardenherefordshire-pc.gov.uk,N,Y,N,N,N,N,N,No,,,https://www.mardenherefordshire-pc.gov.uk/wp-content/uploads/2022/06/AMPC-Minutes-9-May-2022.pdf,AMPC Minutes 9 May 2022,code of conduct,individual,No,,1,No,Medium,No,2026-09-09



"Marden Parish Council, Kent",Local government,Parish Council ,FOIA | ONS,IS ,https://www.mardenkent-pc.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://mardenkent-pc.gov.uk/wp-content/uploads/2026/06/Code-of-Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09




"Myddle, Broughton and Harmer Hill Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,https://www.myddleandbroughton-pc.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.myddleandbroughton-pc.gov.uk/pdf/file/Shropshire Code of Conduct (Sept. 2016).pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09




Myerscough and Bilsborrow Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.myerscoughandbilsborrow-pc.gov.uk/usersitemap/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Myland Parish Council,,Parish Council ,FOIA | ONA,IS,https://myland.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


























































Mylor Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mylorparishcouncil.gov.uk/,N,Y,Y,N,Y,N,N,No,,found_via_name_search,https://www.mylorparishcouncil.gov.uk/wp-content/uploads/2025/01/Improving-Standards-and-Sanctions.pdf,Improving Standards and Sanctions,code of conduct,individual,No,,3,No,Medium,No,2026-09-09


"Maresfield Parish Council, East Sussex",Local government,Parish Council ,FOIA | ONS,IS ,http://www.maresfieldparish.org.uk/,N,N,N,N,N,N,N,No,,,http://www.maresfieldparish.org.uk/,Home - Maresfield Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09






"Myndtown, Norbury, Ratlinghope and Wentnor Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Myton-on-Swale Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Nacton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nactonparishcouncil.gov.uk/your-parish-council/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://nactonparishcouncil.gov.uk/assets/Uploads/Training-and-Development-Policy-May-2025.docx.pdf,Training-and-Development-Policy-May-2025.docx.pdf,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09
Nailsea Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Marhamchurch Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marhamchurch-pc.gov.uk,Y,N,N,N,N,N,N,No,,,https://www.marhamchurch-pc.gov.uk/data/uploads/374_334846700.pdf,Agenda for meeting on 20/05/2025,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09





Marholm Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marholmvillage.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Nailsworth Parish Council,,Parish Council ,FOIA | ONA,IS,https://nailsworth.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09











Market Bosworth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marketbosworth-pc.gov.uk,N,N,N,N,N,N,N,No,,,https://www.marketbosworth-pc.gov.uk/the-council,The Council | Market Bosworth Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09



Nantwich Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.nantwichtowncouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.nantwichtowncouncil.gov.uk/wp-content/uploads/sites/33/2026/07/Extraordinary-Meeting-of-Nantwich-Town-Council-24-July-2026.pdf,Agenda (24/07/2026) (pdf),code of conduct,individual,No,,0,No,Medium,No,2026-09-09



Napton on the Hill Parish Council,,Parish Council ,FOIA | ONA,IS,https://napton-pc.gov.uk/neighbourhood-development-plan,N,N,N,Y,N,N,N,No,,found_via_name_search,https://napton-pc.gov.uk/wp-content/uploads/2026/09/Agenda-26.09.07.pdf,Download,code of conduct,individual,No,,1,No,Medium,No,2026-09-09






Narborough Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://narborough.cylex-uk.co.uk/local-government/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09





Narford Parish Council,,Parish Council ,FOIA | ONA,IS,https://narford.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Naseby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nasebyparishcouncil.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://nasebyparishcouncil.gov.uk/wp-content/uploads/2021/12/CCTV-Policy-2021.pdf,Download,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09

Nash Mills Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.nashmillsparishcouncil.gov.uk/,N,Y,N,Y,N,N,N,No,,found_via_name_search,https://www.nashmillsparishcouncil.gov.uk/wp-content/uploads/sites/117/2026/03/Agenda-8th-June-2026.pdf,Agenda (08/06/2026) (pdf),code of conduct; code of practice,individual,No,,2,No,Medium,No,2026-09-09



Nash Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.nash-bucks-pc.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.nash-bucks-pc.gov.uk/wp-content/uploads/sites/116/2026/03/CODE-OF-CONDUCT.pdf,code of conduct,code of conduct; code of practice,individual,No,,7,No,High,No,2026-09-09



Markfield Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.markfieldpc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Nateby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Marks Tey Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marksteyparish.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Markyate Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.markyateparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://markyateparishcouncil.gov.uk/wp-content/uploads/simple-file-list/Policies/Complaints-Procedure-July-2026.pdf,Complaints-Procedure-July-2026.pdf,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09




Marldon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marldonparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09














Marnhull Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marnhull-pc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09













Marsh Gibbon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marshgibbon-pc.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09







Marshland St James Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://marshlandstjamespc.norfolkparishes.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
























Marston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.thehomesteaduk.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
"Marston Parish Council, Cheshire West and Chester",Local government,Parish Council ,FOIA | ONS,IS ,https://www.marstonparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09







Marston Sicca Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marstonsicca-pc.gov.uk,N,N,N,N,N,N,N,No,,,https://marstonsicca-pc.gov.uk/wp/wp-content/uploads/2026/08/Extraordinary-meeting-agenda-August-26th.pdf,Extraordinary meeting agenda August 26th,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09



















Marsworth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marsworth.org.uk,N,N,N,N,N,N,N,No,,,https://www.marsworth.org.uk/app/download/25924889/Code+of+Practice.pdf,Code+of+Practice.pdf,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09

Martham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.martham.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09






Martin Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.martinparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09











Natland Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://natland-pc.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Martlesham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.martleshamcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09





Martley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.martley-pc.gov.uk,N,N,N,N,N,N,N,No,,,https://martley-pc.gov.uk/documents/2022-councillor-code-of-conduct-adopted-july-2022/,2022 Councillor Code of Conduct (adopted July 2022),code of conduct,individual,No,,0,No,Medium,No,2026-09-09


Martock Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.martock-pc.gov.uk,Y,Y,N,N,N,N,N,No,,,https://martock-pc.gov.uk/wp-content/uploads/2026/06/MPC-Standing-Orders.pdf,Standing Orders – May 2026,code of conduct; code of practice; standards of conduct,individual,No,,2,No,Medium,No,2026-09-09


Naunton Beauchamp Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Naunton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.nauntonpc.org/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
"Marton Parish Council, Rugby",Local government,Parish Council ,FOIA | ONS,IS ,https://www.martonvillage.com,N,Y,N,N,Y,N,N,No,,,https://martonvillage.com/wp-content/uploads/2021/06/MPC-Constitution-2020.pdf,Marton Parish Council Constitution,code of conduct,individual,No,,2,No,Medium,No,2026-09-09

Marton-cum-Grafton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.marton-cum-grafton.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Nawton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nawton.ryedaleconnect.org.uk/parish-council/your-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Marton-le-Moor Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.martonlemoor.net,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09











Nayland-with-Wissington Parish Council,,Parish Council ,FOIA | ONA,IS,https://naylandwithwissington-pc.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://naylandwithwissington-pc.gov.uk/assets/Policies/Councillor-Code-of-Conduct-LGA-Model-2020.pdf,code of conduct,code of conduct,individual,No,,0,No,Medium,No,2026-09-09




Neasham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.neashamparishcouncil.co.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.neashamparishcouncil.co.uk/page/governance,Governance & Policies – Neasham Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09



Neatishead Parish Council,,Parish Council ,FOIA | ONA,IS,https://neatisheadpc.norfolkparishes.gov.uk/councillors-2/,N,N,N,N,N,N,N,No,,found_via_name_search,https://neatisheadpc.norfolkparishes.gov.uk/wp-content/uploads/2024/07/Complaints-Procedure-July-2024.pdf,Complaints Policy,code of conduct; code of practice,individual,No,,0,No,Low,Yes,2026-09-09

Mary Tavy Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://marytavyparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Necton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://nectonparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://nectonparishcouncil.gov.uk/wp-content/uploads/2026/09/6-Agenda-September-2026.pdf,Agenda 14th September 2026,code of conduct; code of practice; standards of conduct,individual,No,,0,No,Medium,No,2026-09-09
Nedging-with-Naughton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Needham Market Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Needham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://needhamlink.org/?p=320,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Matching Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.matchingcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Matfen Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.matfenparish.org/home.html,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09










Neen Sollars Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,














Mathon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://mathonparishcouncil.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09









Nelson Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Matlock Bath Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.matlockbathparishcouncil.gov.uk,N,N,N,Y,N,N,N,No,,,https://matlockbathparishcouncil.gov.uk/wp-content/uploads/2024/12/A-View-from-the-Bath-Dec-24.pdf,A View from the Bath December 2024,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Nempnett Thrubwell Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.nempnettthrubwell-pc.org.uk/TheCouncil.aspx,N,Y,N,N,N,Y,N,No,,found_via_name_search,https://www.nempnettthrubwell-pc.org.uk/_UserFiles/Files/_People/22831-Peter_Rendle_Register_of_Members_Interest_November_2023.pdf,Register of interests,code of conduct,individual,No,,2,No,Medium,No,2026-09-09

Nesbitt Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Mattersey Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.matterseypc.co.uk,N,N,N,Y,N,N,N,No,,,https://matterseypc.co.uk/wp-content/uploads/2022/06/May-2022.pdf,Annual Meeting 4th May 2022,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09

Nesfield with Langbar Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Mattishall Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.mattishallparish.gov.uk,N,N,N,Y,Y,N,N,No,,,https://mattishallparish.gov.uk/page/transparency,Transparency – Mattishall Parish Council,code of conduct,individual,No,,2,No,Medium,No,2026-09-09

Neston Parish Council,,Parish Council ,FOIA | ONA,IS,https://nestontowncouncil.gov.uk/community/about-neston/local-organisations/neston-civic-society/,N,N,N,N,N,N,N,No,,found_via_name_search,https://nestontowncouncil.gov.uk/wp-content/uploads/2025/11/Councillors-training-CURRENT-for-website.pdf,COUNCILLOR TRAINING RECORD,code of conduct; code of practice; standards of behaviour,individual,No,,0,No,Medium,No,2026-09-09

Nether Alderley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.netheralderleyparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.netheralderleyparishcouncil.gov.uk/wp-content/uploads/sites/115/2026/01/NAPC-Code-of-Conduct-2025.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09

Nether Cerne Parish Council,,Parish Council ,FOIA | ONA,IS,https://nether-cerne.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Nether Compton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Nether Denton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://netherdentonparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://netherdentonparishcouncil.gov.uk/wp-content/uploads/2026/03/Code-of-Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
Nether Exe Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




Nether Haddon Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Nether Heyford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.netherheyfordparishcouncil.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
